case_id,category,color,reported_location,location_type,footfall_score,days_since_loss,max_similarity_score,similar_items_nearby_48h,recovered,days_to_recovery
1151,Bag,White,Pathway near CSE,Pathway,0.6,11,0.64,1,0,
1152,Phone,Silver,Library,Building,0.85,12,0.7,4,1,1.0
1153,Wallet,Silver,Pathway near CSE,Pathway,0.6,11,0.49,4,0,
1154,ID Card,Green,Auditorium,Building,0.8,15,0.64,4,1,1.0
1155,Phone,Silver,Canteen,Building,0.95,14,0.59,1,0,
1156,Phone,Silver,Bus Stop,Transit,0.75,8,0.79,3,1,2.0
1157,Wallet,Blue,Library,Building,0.85,19,0.89,1,1,1.0
1158,Phone,White,Canteen,Building,0.95,13,0.6,1,0,
1159,Keys,Red,Pathway near CSE,Pathway,0.6,21,0.73,4,0,
1160,Wallet,Silver,Canteen,Building,0.95,20,0.99,4,1,1.0
1161,Phone,Blue,Clock Tower,Landmark,0.9,4,0.3,4,1,1.0
1162,Wallet,Blue,Bus Stop,Transit,0.75,16,0.54,3,1,1.0
1163,Bottle,Blue,Clock Tower,Landmark,0.9,5,0.5,1,0,
1164,Wallet,Silver,Pathway near CSE,Pathway,0.6,19,0.87,0,0,
1165,Keys,Red,Bus Stop,Transit,0.75,23,0.42,2,0,
1166,ID Card,Red,Canteen,Building,0.95,14,0.48,1,0,
1167,Bag,Green,Canteen,Building,0.95,7,0.69,3,1,2.0
1168,Bottle,Blue,Auditorium,Building,0.8,18,0.77,2,0,
1169,Wallet,Silver,Bus Stop,Transit,0.75,16,0.62,2,0,
1170,Keys,White,Library,Building,0.85,29,0.73,1,0,
1171,Bottle,Red,Canteen,Building,0.95,12,0.67,1,0,
1172,Phone,Red,Canteen,Building,0.95,16,0.92,1,1,1.0
1173,Bottle,White,Pathway near CSE,Pathway,0.6,26,0.92,1,0,
1174,Phone,Blue,Pathway near CSE,Pathway,0.6,28,0.43,1,0,
1175,Phone,Silver,Parking Area,Open Area,0.45,24,0.62,2,0,
1176,Bag,White,Canteen,Building,0.95,28,0.45,4,0,
1177,Phone,White,Bus Stop,Transit,0.75,13,0.66,1,0,
1178,ID Card,Red,Bus Stop,Transit,0.75,16,0.62,5,1,1.0
1179,Bag,Green,Library,Building,0.85,18,0.39,3,0,
1180,Keys,Silver,Clock Tower,Landmark,0.9,13,0.54,1,0,
1181,Bag,Blue,Auditorium,Building,0.8,2,0.87,3,1,6.0
1182,Bottle,Green,Library,Building,0.85,6,0.9,1,0,
1183,Keys,Red,Parking Area,Open Area,0.45,16,0.4,2,0,
1184,Phone,Green,Bus Stop,Transit,0.75,6,0.79,4,1,1.0
1185,ID Card,Green,Library,Building,0.85,3,0.35,1,0,
1186,Keys,Silver,Library,Building,0.85,8,0.69,1,0,
1187,Bag,Silver,Library,Building,0.85,19,0.5,3,0,
1188,Keys,Green,Auditorium,Building,0.8,6,0.68,3,1,2.0
1189,Bottle,Green,Canteen,Building,0.95,11,0.75,3,1,2.0
1190,Bag,Black,Library,Building,0.85,18,0.92,0,0,
1191,Keys,Green,Bus Stop,Transit,0.75,4,0.39,1,0,
1192,Keys,Red,Bus Stop,Transit,0.75,7,0.6,2,0,
1193,Keys,Blue,Clock Tower,Landmark,0.9,6,0.71,1,1,2.0
1194,ID Card,Silver,Parking Area,Open Area,0.45,22,0.89,3,1,1.0
1195,Phone,Blue,Pathway near CSE,Pathway,0.6,30,0.63,4,0,
1196,Phone,Blue,Pathway near CSE,Pathway,0.6,29,0.59,0,0,
1197,Phone,Red,Library,Building,0.85,7,0.54,3,1,1.0
1198,Bottle,Red,Bus Stop,Transit,0.75,12,0.87,1,0,
1199,Bag,Silver,Bus Stop,Transit,0.75,16,0.89,3,1,4.0
1200,Bottle,Red,Auditorium,Building,0.8,26,0.87,2,0,
